Client Name,Parent Client Name,Ticket Number,Complete Date,Survey Rating
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250725.0083,7/28/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250810.0037,8/11/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250810.0042,8/11/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250810.0045,8/11/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250822.0233,8/22/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250923.0084,9/24/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250923.0092,9/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250923.0093,9/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251125.0038,11/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251125.0085,11/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250903.0175,9/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250903.0198,9/5/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250902.0400,9/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250820.0174,8/21/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250820.0181,8/20/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250820.0184,8/20/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250820.0207,8/20/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250819.0123,8/19/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251121.0071,11/21/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250829.0063,8/29/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250820.0339,8/20/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250821.0051,8/21/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250821.0104,8/21/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250818.0055,8/18/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250818.0063,8/18/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250903.0091,9/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250815.0044,8/15/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250815.0045,8/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250815.0060,8/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250815.0072,8/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250815.0077,8/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250827.0082,8/27/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251124.0006,11/24/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250819.0241,8/19/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0105,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0117,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250923.0154,9/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250819.0380,8/20/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250922.0185,9/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250922.0189,9/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0160,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0172,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0201,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0202,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0226,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0233,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251117.0066,11/17/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251117.0094,11/17/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251117.0104,11/17/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251117.0113,11/18/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0281,8/26/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0287,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250829.0093,8/29/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250829.0110,8/29/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0331,8/25/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250903.0135,9/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250821.0279,8/21/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250821.0332,8/21/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250822.0174,8/22/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250822.0175,8/22/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250828.0173,8/28/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0398,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0402,8/25/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250825.0430,8/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251104.0250,11/4/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250828.0117,8/28/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251130.0004,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251219.0032,12/22/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251219.0067,12/19/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250828.0400,8/29/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250917.0053,9/17/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251105.0031,11/5/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250829.0182,8/29/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250829.0183,8/29/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0047,9/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0064,9/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0079,9/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251002.0071,10/2/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250904.0246,9/4/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250917.0173,9/18/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251006.0202,10/6/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250908.0088,9/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250908.0106,9/8/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251015.0028,10/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251015.0082,10/15/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251002.0122,10/2/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250908.0212,9/8/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250908.0223,9/8/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250908.0260,9/8/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250912.0087,9/12/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0085,9/10/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0103,9/9/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250909.0129,9/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251003.0073,10/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251003.0095,10/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251003.0128,10/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251008.0148,10/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251008.0152,10/9/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251015.0139,10/16/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20260105.0126,1/5/2026,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20250925.0138,9/25/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0055,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0057,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0096,12/4/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0100,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0212,12/4/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251028.0107,10/28/2025,5
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251023.0038,10/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251023.0051,10/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251023.0095,10/23/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251028.0142,10/28/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251024.0190,10/24/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251025.0005,10/27/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0032,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251203.0038,12/3/2025,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20260105.0173,1/5/2026,
Batavia Elementary School_OH_0001693,BATAVIA Local Schools_OH_0046300,T20251222.0078,12/22/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250811.0020,8/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250818.0134,8/18/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250806.0128,8/8/2025,5
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250815.0118,8/15/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251215.0058,12/15/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250815.0169,8/15/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251204.0020,12/4/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251204.0025,12/4/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250728.0022,7/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250818.0170,8/18/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251110.0012,11/10/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250815.0274,8/18/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251105.0149,11/5/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251204.0126,12/5/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250910.0082,9/10/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251105.0172,11/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250915.0018,9/15/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251111.0164,11/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251205.0093,12/5/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251205.0096,12/8/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251205.0108,12/5/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250811.0141,8/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250811.0150,8/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250811.0153,8/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251029.0048,10/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251112.0043,11/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251106.0206,11/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250814.0086,8/14/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251113.0007,11/13/2025,5
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250827.0305,8/27/2025,5
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251020.0140,10/20/2025,5
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251020.0072,10/20/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250814.0241,8/14/2025,5
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250918.0292,9/18/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250918.0293,9/25/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250930.0044,10/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251007.0151,10/7/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251118.0155,11/21/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250814.0262,8/14/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250807.0076,8/7/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251216.0139,12/16/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250730.0205,7/30/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250730.0237,8/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250929.0110,10/15/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250723.0062,8/5/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251217.0109,12/18/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251217.0113,12/17/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251217.0115,12/17/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250929.0159,9/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251119.0303,11/19/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250721.0091,7/22/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251119.0054,11/19/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251119.0055,11/19/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251106.0050,11/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250930.0114,9/30/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251007.0036,10/7/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251106.0123,11/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250916.0025,9/16/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250828.0305,8/28/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250807.0151,8/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251209.0094,12/10/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251209.0095,12/9/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251203.0198,12/4/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251120.0158,11/20/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250822.0394,8/22/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251001.0097,10/1/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251103.0780,11/3/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250910.0214,9/10/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251001.0008,10/2/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250807.0200,8/8/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251016.0043,10/16/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251016.0076,10/17/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250926.0175,10/6/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250928.0006,9/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250928.0007,9/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250929.0022,9/29/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251022.0145,10/24/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250812.0121,8/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250811.0192,8/11/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251113.0086,11/13/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251113.0149,11/13/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251114.0006,11/14/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251114.0034,11/14/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251001.0171,10/1/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20251001.0178,10/2/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250812.0159,8/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250812.0160,8/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250812.0161,8/12/2025,
Batavia High School_OH_0001701,BATAVIA Local Schools_OH_0046300,T20250812.0163,8/14/2025,
